name,floor,shop_number,category,name_en,name_tc,name_sc,raw_floor,source_url,source_section,extraction_method
Bank of China(Hong Kong),G,"G64, G65, G66A",Banking & Real Estate Services,Bank of China(Hong Kong),中國銀行(香港),中国银行(香港),"Shop G64, G64A, G65, G66A, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Watsons,G,"G73A, G74, G75","Services, Education & Beauty",Watsons,屈臣氏,屈臣氏,"Shop G73A, G74, G75, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
HSBC,G,"G39-G40, G43-G44",Banking & Real Estate Services,HSBC,滙豐銀行,汇丰银行,"Shop G39-G40, G43-G44, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
You Medical,L2,L2-068,"Services, Education & Beauty",You Medical,You Medical,You Medical,"Shop 068, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
其昌眼鏡,L2,L2-080,"Services, Education & Beauty",其昌眼鏡,其昌眼鏡,其昌眼镜,"Shop 080, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Citibank ATM,G,CA 1,Banking & Real Estate Services,Citibank ATM,Citibank ATM,Citibank ATM,"Shop CA1, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Hong Kong Property,G,GL-010,Banking & Real Estate Services,Hong Kong Property,香港置業,香港置业,"Shop 010, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Midland Realty,G,GL-011,Banking & Real Estate Services,Midland Realty,美聯物業,美联物业,"Shop 011, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Midland Realty,G,GL-014,Banking & Real Estate Services,Midland Realty,美聯物業,美联物业,"Shop 014, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Po Fat Laundry Co.,G,GL-009,"Services, Education & Beauty",Po Fat Laundry Co.,寶發乾濕洗衣公司,宝发干湿洗衣公司,"Shop 009, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Core Brain Power Learning Centre,G,GL-008,"Services, Education & Beauty",Core Brain Power Learning Centre,大衆教室,大众教室,"Shop 008, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Ricacorp Properties,G,GL-017,Banking & Real Estate Services,Ricacorp Properties,利嘉閣地產,利嘉阁地产,"Shop 017, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
MVM,G,GL-004,"Services, Education & Beauty",MVM,MVM,MVM,"Shop 004, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Centaline Property (GL-012),G,GL-012,Banking & Real Estate Services,Centaline Property (GL-012),中原地產 (GL-012),中原地产 (GL-012),"Shop 012, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
TKO Medical Centre (GL-013),G,GL-013,"Services, Education & Beauty",TKO Medical Centre (GL-013),將軍澳醫務中心 (GL-013),将军澳医务中心 (GL-013),"Shop 013, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Circle K,G,GL-016,Supermarket,Circle K,OK便利店,OK便利店,"Shop 016, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Eye Level Synergy Education Centre,G,GL-019,"Services, Education & Beauty",Eye Level Synergy Education Centre,Eye Level Synergy Education Centre,Eye Level Synergy Education Centre,"Shop 019, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Game Amazing,G,GL-005,Electronic & IT,Game Amazing,遊樂城,游乐城,"Shop 005, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Ricacorp Properties,G,"GL-015A , GL-015B",Banking & Real Estate Services,Ricacorp Properties,利嘉閣地產,利嘉阁地产,"Shop 015A & 015B, Ground Floor, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Healthfancy Medicine,L2,L2-049,"Services, Education & Beauty",Healthfancy Medicine,健怡康藥妝,健怡康药妆,"Shop 49, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Hair in Salon,L2,L2-087,"Services, Education & Beauty",Hair in Salon,Hair in Salon,Hair in Salon,"Shop 87, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
School of Creativity,L2,L2-082,"Services, Education & Beauty",School of Creativity,創意學堂,创意学堂,"Shop 82, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
WE LOVE WAWA,L2,L2-071,"Leisure, Entertainment & Sports",WE LOVE WAWA,激安之夾堂,激安之夹堂,"Shop 71, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
JFA Town Health Integrated Medical Centre,L2,L2-088,"Services, Education & Beauty",JFA Town Health Integrated Medical Centre,霍建中-康健綜合醫務中心,霍建中-康健综合医务中心,"Shop 88, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
JHC,L2,L2-033,Homeware,JHC,日本城,日本城,"Shop 33, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Jolly Kingdom,L2,L2-009,"Services, Education & Beauty",Jolly Kingdom,啓言英語教育中心,启言英语教育中心,"Shop 9, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Kam Sing Arts Centre,L2,L2-055,"Services, Education & Beauty",Kam Sing Arts Centre,金聲藝術中心,金声艺术中心,"Shop 55 , Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Kees Tutorial School (Metro Town),L2,L2-005,"Services, Education & Beauty",Kees Tutorial School (Metro Town),己思補習學校(都會駅),己思补习学校(都会駅),"Shop 5, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Circle K,L2,L2-036,Supermarket,Circle K,OK便利店,OK便利店,"Shop 36, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Little Sheep Household Ware Co.,L2,L2-003,Homeware,Little Sheep Household Ware Co.,小綿羊生活百貨公司,小绵羊生活百货公司,"Shop 3, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Day Day Store,L2,L2-060,Supermarket,Day Day Store,日記士多,日记士多,"Shop 60, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Meka,L2,L2-067,"Services, Education & Beauty",Meka,美康,美康,"Shop 67, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Metro Integrated Medical & Dental Centre,L2,L2-001,"Services, Education & Beauty",Metro Integrated Medical & Dental Centre,都會綜合醫務中心,都会综合医务中心,"Shop 1, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
FLASHGREEN,L2,L2-057,Supermarket,FLASHGREEN,FLASHGREEN,FLASHGREEN,"Shop 57, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
TCG,L2,L2-074,"Gift, Toys & Jewelry",TCG,TCG,TCG,"Shop 74, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
天上野,L2,L2-053,Homeware,天上野,天上野,天上野,"Shop 53, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Cherry Tree English Centre,L2,L2-008,"Services, Education & Beauty",Cherry Tree English Centre,Cherry Tree English Centre,Cherry Tree English Centre,"Shop 8, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Professional Beauty,L2,L2-004,"Services, Education & Beauty",Professional Beauty,水凝軒纖體美容中心,水凝轩纤体美容中心,"Shop 4, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Centaline Property Agency Limited,L3,L3-002,Banking & Real Estate Services,Centaline Property Agency Limited,中原地產,中原地产,"Shop 002 , Level 3, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Korea Han Yin Hong Co.,L2,L2-072,Supermarket,Korea Han Yin Hong Co.,韓印紅,韩印红,"Shop 72, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Sheung Sang Tong Medical Centre,L2,L2-024,"Services, Education & Beauty",Sheung Sang Tong Medical Centre,尚生堂診療中心,尚生堂诊疗中心,"Shop 24, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Sa Sa Cosmetics,L2,L2-034,"Services, Education & Beauty",Sa Sa Cosmetics,莎莎化粧品,莎莎化粧品,"Shop 34, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Health Plus Therapy Centre,L2,L2-002,"Services, Education & Beauty",Health Plus Therapy Centre,康柏治療中心,康柏治疗中心,"Shop 2, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Shun King Household Maintenance Services Company,L3,L3-003,Homeware,Shun King Household Maintenance Services Company,順景家居維修服務公司,顺景家居维修服务公司,"Shop 003 , Level 3, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Shun Tai Chinese Medicine Limited,L2,L2-054,"Services, Education & Beauty",Shun Tai Chinese Medicine Limited,信大中醫中藥有限公司,信大中医中药有限公司,"Shop 54, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Shun Tai Pharmacy,L2,L2-048,"Services, Education & Beauty",Shun Tai Pharmacy,信大中西藥房,信大中西药房,"Shop 48, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
文具佬精品,L2,L2-041,"Gift, Toys & Jewelry",文具佬精品,文具佬精品,文具佬精品,"Shop K01B & 041, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Hair Guide,L2,L2-050,"Services, Education & Beauty",Hair Guide,Hair Guide,Hair Guide,"Shop 50, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Little Prince Art,L2,L2-081,"Services, Education & Beauty",Little Prince Art,小王子藝術,小王子艺术,"Shop 81, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
彩丰,L2,L2-066,"Services, Education & Beauty",彩丰,彩豐,CHOI FUNG,"Shop 66, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
裕泰中醫藥業公司,L2,L2-052,"Services, Education & Beauty",裕泰中醫藥業公司,裕泰中醫藥業公司,裕泰中医药业公司,"Shop 52, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
123 by ELLA,L2,L2-084,Homeware,123 by ELLA,123 by ELLA,123 by ELLA,"Shop 84, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
7-Eleven,L3,L3-001,Tasty Snacks,7-Eleven,7-11便利店,7-11便利店,"Shop 001 , Level 3, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Bank of China (Hong Kong),L2,L2-063,Banking & Real Estate Services,Bank of China (Hong Kong),中國銀行(香港),中国银行(香港),"Shop 63, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
BEAR,L2,L2-043,Fashion & Shoes,BEAR,BEAR,BEAR,"Shop 43, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Beijing Tong Ren Tang,L2,L2-026,"Services, Education & Beauty",Beijing Tong Ren Tang,北京同仁堂,北京同仁堂,"Shop 26, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
EX HAIRCUT,L2,L2-028,"Services, Education & Beauty",EX HAIRCUT,EX HAIRCUT,EX HAIRCUT,"Shop 28, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
English Excel School,L2,L2-006,"Services, Education & Beauty",English Excel School,English Excel School,English Excel School,"Shop 6, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
FOTOMAX,L2,L2-078,"Services, Education & Beauty",FOTOMAX,快圖美,快图美,"Shop 78, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
eefit,L2,L2-062,"Services, Education & Beauty",eefit,依飛,依飞,"Shop 62, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
K L Digital,L2,L2-073A,Electronic & IT,K L Digital,天龍科技,天龙科技,"Shop 073A , Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
momo,L2,L2-058B,Fashion & Shoes,momo,momo,momo,"Shop 058B , Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Eme Beauty,L2,L2-058A&059,"Services, Education & Beauty",Eme Beauty,天研美,天研美,"Shop 058A&059, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Monkey Tree English Learning Center (Metro Town),L2,L2-045B,"Services, Education & Beauty",Monkey Tree English Learning Center (Metro Town),Monkey Tree English Learning Center (Metro Town),Monkey Tree English Learning Center (Metro Town),"Shop 045B, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Petite Princess Academy of Dance,L2,L2-045C,"Services, Education & Beauty",Petite Princess Academy of Dance,小公主舞蹈學院,小公主舞蹈学院,"Shop 045C, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
TREE,L2,L2-008A,Fashion & Shoes,TREE,蒲公英,蒲公英,"Shop 008A, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
LaLa Lab,L2,L2-073B,Homeware,LaLa Lab,LaLa Lab,LaLa Lab,"Shop 073B, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Dr. Education Learning Centre,L2,L2-007,"Services, Education & Beauty",Dr. Education Learning Centre,狀元(教育)學堂,状元(教育)学堂,"Shop 007, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
A Shop,L2,L2-045A,Electronic & IT,A Shop,A Shop,A Shop,"Shop 045A, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
You Medical Beauty,L2,L2-069-070,"Services, Education & Beauty",You Medical Beauty,優纖美容,优纤美容,"Shop 069-070, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Pretty House Beauty Centre,L2,L2-022-023,"Services, Education & Beauty",Pretty House Beauty Centre,儷凝美聚纖體美容中心,俪凝美聚纤体美容中心,"Shop 022-023, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Tai Wo Tong Chinese Medicine Clinic,L2,L2-085-086,"Services, Education & Beauty",Tai Wo Tong Chinese Medicine Clinic,泰和堂中醫診所,泰和堂中医诊所,"Shop 085-086 , Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Kowloon Jewellery,L2,L2-020-021,"Gift, Toys & Jewelry",Kowloon Jewellery,九龍珠寶,九龙珠宝,"Shop 020-021, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Bank of Communications Tiu Keng Leng Sub-Branch,L2,L2-064-065,Banking & Real Estate Services,Bank of Communications Tiu Keng Leng Sub-Branch,交通銀行調景嶺支行,交通银行调景岭支行,"Shop 064-065, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Gacha Academy,L2,L2-076-077,"Gift, Toys & Jewelry",Gacha Academy,Gacha Academy,Gacha Academy,"Shop 076-077, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Watsons,L2,L2-018-019,"Services, Education & Beauty",Watsons,屈臣氏,屈臣氏,"Shop 018-019 , Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Best Vision Consultants,L2,L2-045D-045E,"Services, Education & Beauty",Best Vision Consultants,博視專業驗眼中心,博视专业验眼中心,"Shop 045D-045E, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
fusion,L2,"L2-S01 , L2-046-047",Supermarket,fusion,fusion,fusion,"Shop S01 & 046-047, Level 2, Metro Town",https://www.fortunemalls.com.hk/get/shopping?mall_id=8,api,ai_config_api_variation
Learning Habitat Kindergarten & Bilingual Nursery,L5,502,"Services, Education & Beauty",Learning Habitat Kindergarten & Bilingual Nursery,學之園幼稚園暨雙語幼兒園,学之园幼稚园暨双语幼儿园,"Shop 502, 5/F, Hampton Loft",https://www.fortunemalls.com.hk/get/shopping?mall_id=10,api,ai_config_api_variation
Citybase Property Management Limited,G,601,Banking & Real Estate Services,Citybase Property Management Limited,港基物業管理有限公司,港基物业管理有限公司,"Shop 601, Hampton Loft",https://www.fortunemalls.com.hk/get/shopping?mall_id=10,api,ai_config_api_variation
Medipoint,G,602,"Services, Education & Beauty",Medipoint,康美醫療,康美医疗,"Shop 602, Hampton Loft",https://www.fortunemalls.com.hk/get/shopping?mall_id=10,api,ai_config_api_variation
Living Plaza by AEON,L3,301-303,Homeware,Living Plaza by AEON,Living Plaza by AEON,Living Plaza by AEON,"Shop 301-303, 3/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
7-Eleven,L3,318,Supermarket,7-Eleven,7-Eleven,7-Eleven,"Shop 318, 3/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Midland Realty,L3,319,Banking & Real Estate Services,Midland Realty,美聯地產,美联地产,"Shop 319, 3/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Nong's,L3,321,"Services, Education & Beauty",Nong's,農本方,农本方,"Shop 321, 3/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Centaline Property,L3,322,Banking & Real Estate Services,Centaline Property,中原地產,中原地产,"Shop 322, 3/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
JHC,L3,323B & 326,Homeware,JHC,日本城,日本城,"Shop 323B & 326, 3/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Easy Property,L3,324,Banking & Real Estate Services,Easy Property,怡居地產,怡居地产,"Shop 324, 3/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Food‧Ferris,L3,325,Supermarket,Food‧Ferris,Food‧Ferris,Food‧Ferris,"Shop 325, 3/F,Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Box Hill (HK) International Kindergarten & Pre-School,L3,327,"Services, Education & Beauty",Box Hill (HK) International Kindergarten & Pre-School,博士山(香港)國際幼稚園暨幼兒園,博士山(香港)国际幼稚园暨幼儿园,"Shop 327, 3/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
PARKnSHOP,L3,329,Supermarket,PARKnSHOP,百佳超級市場,百佳超级市场,"Shop 329, 3/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
I. Study Learning Center,L4,401,"Services, Education & Beauty",I. Study Learning Center,I. Study Learning Center,I. Study Learning Center,"Shop 401, 4/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Conservative Baptist Yan Lam Church,L4,402,Community Services,Conservative Baptist Yan Lam Church,浸信宣道會恩霖堂,浸信宣道会恩霖堂,"Shop 402, 4/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Hiro Edu,L4,402B1,"Services, Education & Beauty",Hiro Edu,思路教育中心,思路教育中心,"Shop 402B1, 4/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Hong Kong Mandarin Bible Church (Coming Soon),G,402B2,Community Services,Hong Kong Mandarin Bible Church (Coming Soon),香港聖經教會 (即將開幕),香港圣经教会(即将开幕),"Shop 402B2, 4th Floor,  Jubilee Square, 2-18 Lok King Street,  Fo Tan, New Territories",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Healthy Smile,L4,403,"Services, Education & Beauty",Healthy Smile,康齒堂,康齿堂,"Shop 403, 4/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Immigration Department,L4,405-407,Community Services,Immigration Department,入境事務處,入境事务处,"Shop 405-407, 4/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Dr I-Kids Education Centre (Fo Tan),L5,501,"Services, Education & Beauty",Dr I-Kids Education Centre (Fo Tan),Dr I-Kids Education Centre (Fo Tan),Dr I-Kids Education Centre (Fo Tan),"Shop 501, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
LaVita Fitness Limited,L5,"502, 502A&503","Services, Education & Beauty",LaVita Fitness Limited,拉維塔有限公司,拉维塔有限公司,"Shop 502, 502A&503, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
The Key Element Education,L5,503A,"Services, Education & Beauty",The Key Element Education,The Key Element Education,The Key Element Education,"Shop 503A, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
I. Study Learning Center,L5,504,"Services, Education & Beauty",I. Study Learning Center,I. Study Learning Center,I. Study Learning Center,"Shop 504, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Eye Level Peace Education Centre,L5,505,"Services, Education & Beauty",Eye Level Peace Education Centre,Eye Level Peace Education Centre,Eye Level Peace Education Centre,"Shop 505, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Joy Reading,L5,506A,"Services, Education & Beauty",Joy Reading,閱讀樂,阅读乐,"Shop 506A, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Joykidz,L5,506B,"Services, Education & Beauty",Joykidz,Joykidz,Joykidz,"Shop 506B, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Eye Level Peace Education Centre,L6,506C,"Services, Education & Beauty",Eye Level Peace Education Centre,Eye Level Peace Education Centre,Eye Level Peace Education Centre,"Shop 506, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Sun Educational Centre,L5,507,"Services, Education & Beauty",Sun Educational Centre,新學習教育中心,新学习教育中心,"Shop 507, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
MathConcept Learning Centre (Fo Tan),L5,508A,"Services, Education & Beauty",MathConcept Learning Centre (Fo Tan),數學思維教室(火炭),数学思维教室(火炭),"Shop 508A, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Innovative English Education Centre,L5,508B,"Services, Education & Beauty",Innovative English Education Centre,創英教育,创英教育,"Shop 508B, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Modern Beauty Salon,L5,509-510,"Services, Education & Beauty",Modern Beauty Salon,現代美容中心,现代美容中心,"Shop 509-510, 5/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
i-Fencing Alliance Club,L6,601-602 & 603A,"Services, Education & Beauty",i-Fencing Alliance Club,劍樂會,剑乐会,"Shop 601-602 & 603A, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
i-Fencing Alliance Club,L6,603B,"Services, Education & Beauty",i-Fencing Alliance Club,劍樂會,剑乐会,"Shop 603B, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
i-Fencing Alliance Club,L6,604,"Services, Education & Beauty",i-Fencing Alliance Club,劍樂會,剑乐会,"Shop 604, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
HONG KONG INSTITUTE OF TECHNOLOGY,L6,605,"Services, Education & Beauty",HONG KONG INSTITUTE OF TECHNOLOGY,香港科技專上書院,香港科技专上书院,"Shop 605, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
I-Study Learning Center,L6,606A,"Services, Education & Beauty",I-Study Learning Center,I-Study Learning Center,I-Study Learning Center,"Shop 606A, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
足館健康生活館,L6,606B,"Services, Education & Beauty",足館健康生活館,足館健康生活館,足馆健康生活馆,"Shop 606B, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
I. Study Learning Center,L6,607,"Services, Education & Beauty",I. Study Learning Center,I. Study Learning Center,I. Study Learning Center,"Shop 607, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Bespoke Beauty,L6,608,"Services, Education & Beauty",Bespoke Beauty,伊妍美薈,伊妍美荟,"Shop 608, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
CHARM HAIR,L6,609,"Services, Education & Beauty",CHARM HAIR,CHARM HAIR,CHARM HAIR,"Shop 609, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
